name,Tier,Text,generation_type,required_level,Spawn_weights
of the Lost,6/6,+(5-10)% to Chaos Resistance,suffix,16,"armour, ring, amulet, belt, quiver, default"
of Banishment,5/6,+(11-15)% to Chaos Resistance,suffix,30,"armour, ring, amulet, belt, quiver, default"
of Eviction,4/6,+(16-20)% to Chaos Resistance,suffix,44,"armour, ring, amulet, belt, quiver, default"
of Expulsion,3/6,+(21-25)% to Chaos Resistance,suffix,56,"armour, ring, amulet, belt, quiver, default"
of Exile,2/6,+(26-30)% to Chaos Resistance,suffix,65,"armour, ring, amulet, belt, quiver, default"
of Bameth,1/6,+(31-35)% to Chaos Resistance,suffix,81,"armour, ring, amulet, belt, quiver, default"
of Tacati,2/2,+(31-35)% to Chaos Resistance<br>(10-9)% reduced Chaos Damage taken over time,suffix,1,default
of the Crystal,11/11,+(3-5)% to all Elemental Resistances,suffix,12,"shield, ring, amulet, default"
of the Prism,10/11,+(6-8)% to all Elemental Resistances,suffix,24,"shield, ring, amulet, default"
of the Kaleidoscope,9/11,+(9-11)% to all Elemental Resistances,suffix,36,"shield, ring, amulet, default"
of Variegation,8/11,+(12-14)% to all Elemental Resistances,suffix,48,"shield, ring, amulet, default"
of the Rainbow,7/11,+(15-16)% to all Elemental Resistances,suffix,60,"shield, ring, amulet, default"
of the Span,1/11,+(17-18)% to all Elemental Resistances,suffix,85,"shield, amulet, default"
of Ire,27/27,+(8-12)% to Global Critical Strike Multiplier,suffix,8,"weapon, amulet, default"
of Anger,25/27,+(13-19)% to Global Critical Strike Multiplier,suffix,21,"weapon, amulet, default"
of Rage,21/27,+(20-24)% to Global Critical Strike Multiplier,suffix,31,"weapon, amulet, default"
of Fury,19/27,+(25-29)% to Global Critical Strike Multiplier,suffix,45,"weapon, amulet, default"
of Ferocity,17/27,+(30-34)% to Global Critical Strike Multiplier,suffix,59,"weapon, amulet, default"
of Destruction,10/27,+(35-38)% to Global Critical Strike Multiplier,suffix,74,"weapon, amulet, default"
of Ire,6/6,+(8-12)% to Critical Strike Multiplier with Bows,suffix,8,"quiver, default"
of Anger,5/6,+(13-19)% to Critical Strike Multiplier with Bows,suffix,21,"quiver, default"
of Rage,4/6,+(20-24)% to Critical Strike Multiplier with Bows,suffix,31,"quiver, default"
of Fury,3/6,+(25-29)% to Critical Strike Multiplier with Bows,suffix,45,"quiver, default"
of Ferocity,2/6,+(30-34)% to Critical Strike Multiplier with Bows,suffix,59,"quiver, default"
of Destruction,1/6,+(35-38)% to Critical Strike Multiplier with Bows,suffix,74,"quiver, default"
of the Essence,3/27,+(35-41)% to Global Critical Strike Multiplier,suffix,82,default
of the Essence,18/27,+(15-17)% to Global Critical Strike Multiplier,suffix,58,default
of the Essence,9/27,+(18-20)% to Global Critical Strike Multiplier,suffix,74,default
of the Essence,2/27,+(21-25)% to Global Critical Strike Multiplier,suffix,82,default
of Thick Skin,7/7,(11-13)% increased Stun and Block Recovery,suffix,1,"gloves, armour, belt, default"
of Stone Skin,6/7,(14-16)% increased Stun and Block Recovery,suffix,17,"gloves, armour, belt, default"
of Iron Skin,5/7,(17-19)% increased Stun and Block Recovery,suffix,28,"gloves, armour, belt, default"
of Steel Skin,4/7,(20-22)% increased Stun and Block Recovery,suffix,42,"gloves, armour, belt, default"
of Adamantite Skin,3/7,(23-25)% increased Stun and Block Recovery,suffix,56,"gloves, armour, belt, default"
of Corundum Skin,2/7,(26-28)% increased Stun and Block Recovery,suffix,79,"gloves, armour, belt, default"
of the Essence,1/7,(29-34)% increased Stun and Block Recovery,suffix,82,default
of Impact,6/6,(11-15)% increased Stun Duration on Enemies,suffix,5,"mace, attack_staff, sword, axe, belt, quiver, bow, default"
of Dazing,5/6,(16-20)% increased Stun Duration on Enemies,suffix,18,"mace, attack_staff, sword, axe, belt, quiver, bow, default"
of Stunning,4/6,(21-25)% increased Stun Duration on Enemies,suffix,30,"mace, attack_staff, sword, axe, belt, quiver, bow, default"
of Slamming,3/6,(26-30)% increased Stun Duration on Enemies,suffix,44,"mace, attack_staff, sword, axe, belt, quiver, bow, default"
of Staggering,2/6,(31-35)% increased Stun Duration on Enemies,suffix,58,"mace, attack_staff, sword, axe, belt, quiver, bow, default"
of the Essence,1/6,(36-39)% increased Stun Duration on Enemies,suffix,82,default
of Menace,14/14,(40-49)% increased Spell Critical Strike Chance,suffix,11,"attack_dagger, focus, str_int_shield, dex_int_shield, wand, sceptre, dagger, default"
of Havoc,12/14,(50-59)% increased Spell Critical Strike Chance,suffix,21,"attack_dagger, focus, str_int_shield, dex_int_shield, wand, sceptre, dagger, default"
of Disaster,10/14,(60-69)% increased Spell Critical Strike Chance,suffix,28,"attack_dagger, focus, str_int_shield, dex_int_shield, wand, sceptre, dagger, default"
of Calamity,8/14,(70-79)% increased Spell Critical Strike Chance,suffix,41,"attack_dagger, focus, str_int_shield, dex_int_shield, wand, sceptre, dagger, default"
of Ruin,6/14,(80-89)% increased Spell Critical Strike Chance,suffix,59,"attack_dagger, focus, str_int_shield, dex_int_shield, wand, sceptre, dagger, default"
of Unmaking,4/14,(90-109)% increased Spell Critical Strike Chance,suffix,76,"attack_dagger, focus, str_int_shield, dex_int_shield, wand, sceptre, dagger, default"
of the Essence,2/14,(110-119)% increased Spell Critical Strike Chance,suffix,82,default
of Menace,13/14,(60-74)% increased Spell Critical Strike Chance,suffix,11,"attack_staff, staff, default"
of Havoc,11/14,(75-89)% increased Spell Critical Strike Chance,suffix,21,"attack_staff, staff, default"
of Disaster,9/14,(90-104)% increased Spell Critical Strike Chance,suffix,28,"attack_staff, staff, default"
of Calamity,7/14,(105-119)% increased Spell Critical Strike Chance,suffix,41,"attack_staff, staff, default"
of Ruin,5/14,(120-134)% increased Spell Critical Strike Chance,suffix,59,"attack_staff, staff, default"
of Unmaking,3/14,(135-164)% increased Spell Critical Strike Chance,suffix,76,"attack_staff, staff, default"
of the Essence,1/14,(165-179)% increased Spell Critical Strike Chance,suffix,82,default
of Darting,6/6,(10-17)% increased Projectile Speed,suffix,14,"ranged, quiver, default"
of Flight,5/6,(18-25)% increased Projectile Speed,suffix,27,"ranged, quiver, default"
of Propulsion,3/6,(26-33)% increased Projectile Speed,suffix,41,"ranged, quiver, default"
of the Zephyr,2/6,(34-41)% increased Projectile Speed,suffix,55,"ranged, quiver, default"
of the Gale,1/6,(42-46)% increased Projectile Speed,suffix,82,"ranged, quiver, default"
of the Essence,4/6,(47-52)% increased Projectile Speed,suffix,28,default
of Rejuvenation,8/8,Gain 2 Life per Enemy Hit with Attacks,suffix,8,"amulet, ring, gloves, default"
of Restoration,7/8,Gain 3 Life per Enemy Hit with Attacks,suffix,20,"amulet, default"
of Regrowth,6/8,Gain 4 Life per Enemy Hit with Attacks,suffix,30,"amulet, default"
of Nourishment,5/8,Gain 5 Life per Enemy Hit with Attacks,suffix,40,default
of Rejuvenation,8/8,Grants (2-3) Life per Enemy Hit,suffix,8,"weapon, default"
of Restoration,7/8,Grants (4-6) Life per Enemy Hit,suffix,20,"weapon, default"
of Regrowth,6/8,Grants (7-10) Life per Enemy Hit,suffix,30,"weapon, default"
of Nourishment,5/8,Grants (11-14) Life per Enemy Hit,suffix,40,"weapon, default"
of Regenesis,4/8,Grants (15-18) Life per Enemy Hit,suffix,50,"weapon, default"
of Renewal,3/8,Grants (19-22) Life per Enemy Hit,suffix,60,"weapon, default"
of Recuperation,2/8,Grants (23-26) Life per Enemy Hit,suffix,70,"weapon, default"
of Revitalization,1/8,Grants (27-30) Life per Enemy Hit,suffix,80,"weapon, default"
of Embers,18/18,(10-12)% increased Fire Damage,suffix,8,"wand, sceptre, ring, amulet, default"
of Coals,15/18,(13-15)% increased Fire Damage,suffix,22,"wand, sceptre, ring, amulet, default"
of Cinders,12/18,(16-18)% increased Fire Damage,suffix,36,"wand, sceptre, ring, amulet, default"
of Flames,9/18,(19-22)% increased Fire Damage,suffix,50,"wand, sceptre, ring, amulet, default"
of Immolation,6/18,(23-26)% increased Fire Damage,suffix,64,"wand, sceptre, amulet, default"
of Ashes,3/18,(27-30)% increased Fire Damage,suffix,76,"wand, sceptre, default"
of Embers,17/18,(18-22)% increased Fire Damage,suffix,8,"staff, default"
of Coals,14/18,(23-28)% increased Fire Damage,suffix,22,"staff, default"
of Cinders,11/18,(29-34)% increased Fire Damage,suffix,36,"staff, default"
of Flames,8/18,(35-39)% increased Fire Damage,suffix,50,"staff, default"
of Immolation,5/18,(40-44)% increased Fire Damage,suffix,64,"staff, default"
of Ashes,2/18,(45-50)% increased Fire Damage,suffix,76,"staff, default"
of the Essence,16/18,(11-14)% increased Fire Damage,suffix,10,default
of the Essence,13/18,(15-18)% increased Fire Damage,suffix,26,default
of the Essence,10/18,(19-22)% increased Fire Damage,suffix,42,default
of the Essence,7/18,(23-26)% increased Fire Damage,suffix,58,default
of the Essence,4/18,(27-30)% increased Fire Damage,suffix,74,default
of the Essence,1/18,(31-34)% increased Fire Damage,suffix,82,default
of Snow,17/19,(10-12)% increased Cold Damage,suffix,12,"wand, sceptre, ring, amulet, default"
of Sleet,15/19,(13-15)% increased Cold Damage,suffix,24,"wand, sceptre, ring, amulet, default"
of Ice,12/19,(16-18)% increased Cold Damage,suffix,36,"wand, sceptre, ring, amulet, default"
of Rime,9/19,(19-22)% increased Cold Damage,suffix,50,"wand, sceptre, ring, amulet, default"
of Floe,6/19,(23-26)% increased Cold Damage,suffix,64,"wand, sceptre, amulet, default"
of Glaciation,3/19,(27-30)% increased Cold Damage,suffix,76,"wand, sceptre, default"
of Snow,16/19,(18-22)% increased Cold Damage,suffix,12,"staff, default"
of Sleet,14/19,(23-28)% increased Cold Damage,suffix,24,"staff, default"
of Ice,11/19,(29-34)% increased Cold Damage,suffix,36,"staff, default"
of Rime,8/19,(35-39)% increased Cold Damage,suffix,50,"staff, default"
of Floe,5/19,(40-44)% increased Cold Damage,suffix,64,"staff, default"
of Glaciation,2/19,(45-50)% increased Cold Damage,suffix,76,"staff, default"
of the Essence,19/19,(6-10)% increased Cold Damage,suffix,1,default
of the Essence,18/19,(11-14)% increased Cold Damage,suffix,10,default
of the Essence,13/19,(15-18)% increased Cold Damage,suffix,26,default
of the Essence,10/19,(19-22)% increased Cold Damage,suffix,42,default
of the Essence,7/19,(23-26)% increased Cold Damage,suffix,58,default
of the Essence,4/19,(27-30)% increased Cold Damage,suffix,74,default
of the Essence,1/19,(31-34)% increased Cold Damage,suffix,82,default
of Sparks,13/13,(10-12)% increased Lightning Damage,suffix,10,"wand, sceptre, ring, amulet, default"
of Static,11/13,(13-15)% increased Lightning Damage,suffix,23,"wand, sceptre, ring, amulet, default"
of Electricity,9/13,(16-18)% increased Lightning Damage,suffix,36,"wand, sceptre, ring, amulet, default"
of Voltage,7/13,(19-22)% increased Lightning Damage,suffix,50,"wand, sceptre, ring, amulet, default"
of Discharge,5/13,(23-26)% increased Lightning Damage,suffix,64,"wand, sceptre, amulet, default"
of Arcing,3/13,(27-30)% increased Lightning Damage,suffix,76,"wand, sceptre, default"
of Sparks,12/13,(18-22)% increased Lightning Damage,suffix,10,"staff, default"
of Static,10/13,(23-28)% increased Lightning Damage,suffix,23,"staff, default"
of Electricity,8/13,(29-34)% increased Lightning Damage,suffix,36,"staff, default"
of Voltage,6/13,(35-39)% increased Lightning Damage,suffix,50,"staff, default"
of Discharge,4/13,(40-44)% increased Lightning Damage,suffix,64,"staff, default"
of Arcing,2/13,(45-50)% increased Lightning Damage,suffix,76,"staff, default"
of the Essence,1/13,(31-34)% increased Lightning Damage,suffix,82,default
of Success,6/6,Gain (7-10) Life per Enemy Killed,suffix,1,"weapon, ring, amulet, gloves, quiver, default"
of Victory,5/6,Gain (12-18) Life per Enemy Killed,suffix,23,"weapon, ring, amulet, gloves, quiver, default"
of Triumph,4/6,Gain (24-32) Life per Enemy Killed,suffix,40,"weapon, ring, amulet, gloves, quiver, default"
of Conquest,3/6,Gain (35-44) Life per Enemy Killed,suffix,52,"weapon, ring, amulet, gloves, quiver, default"
of Feat,2/6,Gain (56-72) Life per Enemy Killed,suffix,66,"weapon, ring, amulet, gloves, quiver, default"
of Masterstroke,1/6,Gain (84-110) Life per Enemy Killed,suffix,81,"weapon, ring, amulet, gloves, quiver, default"
of Absorption,6/6,Gain (4-6) Mana per Enemy Killed,suffix,1,"deepwater_sword, weapon, ring, amulet, gloves, quiver, default"
of Osmosis,5/6,Gain (7-10) Mana per Enemy Killed,suffix,24,"deepwater_sword, weapon, ring, amulet, gloves, quiver, default"
of Consumption,4/6,Gain (11-15) Mana per Enemy Killed,suffix,40,"deepwater_sword, weapon, ring, amulet, gloves, quiver, default"
of Diffusion,3/6,Gain (16-25) Mana per Enemy Killed,suffix,52,"deepwater_sword, weapon, ring, amulet, gloves, quiver, default"
of Permeation,2/6,Gain (26-37) Mana per Enemy Killed,suffix,66,"deepwater_sword, weapon, ring, amulet, gloves, quiver, default"
of Retention,1/6,Gain (38-50) Mana per Enemy Killed,suffix,81,"deepwater_sword, weapon, ring, amulet, gloves, quiver, default"
of Needling,6/6,(10-14)% increased Critical Strike Chance,suffix,1,"weapon, default"
of Stinging,5/6,(15-19)% increased Critical Strike Chance,suffix,20,"weapon, default"
of Piercing,4/6,(20-24)% increased Critical Strike Chance,suffix,30,"weapon, default"
of Puncturing,3/6,(25-29)% increased Critical Strike Chance,suffix,44,"weapon, default"
of Penetrating,2/6,(30-34)% increased Critical Strike Chance,suffix,59,"weapon, default"
of Incision,1/6,(35-38)% increased Critical Strike Chance,suffix,73,"weapon, default"
of Ire,26/27,+(10-14)% to Global Critical Strike Multiplier,suffix,8,"weapon, default"
of Anger,24/27,+(15-19)% to Global Critical Strike Multiplier,suffix,21,"weapon, default"
of Rage,22/27,+(20-24)% to Global Critical Strike Multiplier,suffix,30,"weapon, default"
of Fury,20/27,+(25-29)% to Global Critical Strike Multiplier,suffix,44,"weapon, default"
of Ferocity,16/27,+(30-34)% to Global Critical Strike Multiplier,suffix,59,"weapon, default"
of Destruction,11/27,+(35-38)% to Global Critical Strike Multiplier,suffix,73,"weapon, default"
Undiluted,5/5,(41-46)% increased Recovery rate,prefix,1,"utility_flask, default"
Thickened,4/5,(47-52)% increased Recovery rate,prefix,21,"utility_flask, default"
Viscous,3/5,(53-58)% increased Recovery rate,prefix,41,"utility_flask, default"
Condensed,2/5,(59-64)% increased Recovery rate,prefix,61,"utility_flask, default"
Catalysed,1/5,(65-70)% increased Recovery rate,prefix,81,"utility_flask, default"
Substantial,5/5,(41-46)% increased Amount Recovered<br>33% reduced Recovery rate,prefix,1,"utility_flask, default"
Opaque,4/5,(47-52)% increased Amount Recovered<br>33% reduced Recovery rate,prefix,21,"utility_flask, default"
Full-bodied,3/5,(53-58)% increased Amount Recovered<br>33% reduced Recovery rate,prefix,41,"utility_flask, default"
Concentrated,2/5,(59-64)% increased Amount Recovered<br>33% reduced Recovery rate,prefix,61,"utility_flask, default"
Saturated,1/5,(65-70)% increased Amount Recovered<br>33% reduced Recovery rate,prefix,81,"utility_flask, default"
Prudent,5/5,(101-106)% more Recovery if used while on Low Life,prefix,6,"utility_flask, mana_flask, default"
Prepared,4/5,(107-112)% more Recovery if used while on Low Life,prefix,25,"utility_flask, mana_flask, default"
Wary,3/5,(113-118)% more Recovery if used while on Low Life,prefix,44,"utility_flask, mana_flask, default"
Careful,2/5,(119-124)% more Recovery if used while on Low Life,prefix,63,"utility_flask, mana_flask, default"
Cautious,1/5,(125-130)% more Recovery if used while on Low Life,prefix,82,"utility_flask, mana_flask, default"
Startled,5/5,Instant Recovery when on Low Life<br>(30-27)% reduced Amount Recovered,prefix,9,"utility_flask, mana_flask, default"
Frightened,4/5,Instant Recovery when on Low Life<br>(26-23)% reduced Amount Recovered,prefix,27,"utility_flask, mana_flask, default"
Alarmed,3/5,Instant Recovery when on Low Life<br>(22-19)% reduced Amount Recovered,prefix,45,"utility_flask, mana_flask, default"
Terrified,2/5,Instant Recovery when on Low Life<br>(18-15)% reduced Amount Recovered,prefix,63,"utility_flask, mana_flask, default"
Panicked,1/5,Instant Recovery when on Low Life<br>(14-11)% reduced Amount Recovered,prefix,81,"utility_flask, mana_flask, default"
Simmering,5/5,50% of Recovery applied Instantly<br>(55-52)% reduced Amount Recovered<br>135% increased Recovery rate,prefix,3,"utility_flask, default"
Ebullient,4/5,50% of Recovery applied Instantly<br>(51-48)% reduced Amount Recovered<br>135% increased Recovery rate,prefix,22,"utility_flask, default"
Effusive,3/5,50% of Recovery applied Instantly<br>(47-44)% reduced Amount Recovered<br>135% increased Recovery rate,prefix,41,"utility_flask, default"
Effervescent,2/5,50% of Recovery applied Instantly<br>(43-40)% reduced Amount Recovered<br>135% increased Recovery rate,prefix,60,"utility_flask, default"
Bubbling,1/5,50% of Recovery applied Instantly<br>(39-36)% reduced Amount Recovered<br>135% increased Recovery rate,prefix,79,"utility_flask, default"
Seething,1/1,Instant Recovery<br>66% reduced Amount Recovered,prefix,7,"utility_flask, default"
Aged,5/5,(41-46)% increased Mana Recovered<br>Removes 15% of Mana Recovered from Life when used,prefix,13,"utility_flask, life_flask, hybrid_flask, default"
Fermented,4/5,(47-52)% increased Mana Recovered<br>Removes 15% of Mana Recovered from Life when used,prefix,30,"utility_flask, life_flask, hybrid_flask, default"
Congealed,3/5,(53-58)% increased Mana Recovered<br>Removes 15% of Mana Recovered from Life when used,prefix,47,"utility_flask, life_flask, hybrid_flask, default"
Turbid,2/5,(59-64)% increased Mana Recovered<br>Removes 15% of Mana Recovered from Life when used,prefix,64,"utility_flask, life_flask, hybrid_flask, default"
Caustic,1/5,(65-70)% increased Mana Recovered<br>Removes 15% of Mana Recovered from Life when used,prefix,81,"utility_flask, life_flask, hybrid_flask, default"
Impairing,5/5,(35-39)% increased Life Recovered<br>Removes 10% of Life Recovered from Mana when used,prefix,13,"utility_flask, mana_flask, hybrid_flask, default"
Dizzying,4/5,(40-44)% increased Life Recovered<br>Removes 10% of Life Recovered from Mana when used,prefix,30,"utility_flask, mana_flask, hybrid_flask, default"
Depleting,3/5,(46-50)% increased Life Recovered<br>Removes 10% of Life Recovered from Mana when used,prefix,47,"utility_flask, mana_flask, hybrid_flask, default"
Vitiating,2/5,(51-55)% increased Life Recovered<br>Removes 10% of Life Recovered from Mana when used,prefix,64,"utility_flask, mana_flask, hybrid_flask, default"
Sapping,1/5,(56-60)% increased Life Recovered<br>Removes 10% of Life Recovered from Mana when used,prefix,81,"utility_flask, mana_flask, hybrid_flask, default"
of Heat,1/1,Grants Immunity to Chill for 4 seconds if used while Chilled<br>Grants Immunity to Freeze for 4 seconds if used while Frozen,suffix,4,default
of Dousing,1/1,Grants Immunity to Ignite for 4 seconds if used while Ignited<br>Removes all Burning when used,suffix,6,default
of Staunching,1/1,Grants Immunity to Bleeding for 4 seconds if used while Bleeding<br>Grants Immunity to Corrupted Blood for 4 seconds if used while affected by Corrupted Blood,suffix,8,default
of Grounding,1/1,Grants Immunity to Shock for 4 seconds if used while Shocked,suffix,10,default
Wide,5/5,+(16-19) to Maximum Charges,prefix,2,default
Plentiful,4/5,+(20-23) to Maximum Charges,prefix,22,default
Bountiful,3/5,+(24-27) to Maximum Charges,prefix,42,default
Abundant,2/5,+(28-31) to Maximum Charges,prefix,62,default
Ample,1/5,+(32-35) to Maximum Charges,prefix,82,default
Constant,5/5,(16-20)% increased Charge Recovery,prefix,3,default
Continuous,4/5,(21-25)% increased Charge Recovery,prefix,23,default
Endless,3/5,(26-30)% increased Charge Recovery,prefix,43,default
Bottomless,2/5,(31-45)% increased Charge Recovery,prefix,63,default
Perpetual,1/5,(46-50)% increased Charge Recovery,prefix,83,default
Doled,5/5,(37-42)% increased Charge Recovery<br>25% reduced effect,prefix,20,"utility_flask, default"
Provisioned,4/5,(43-48)% increased Charge Recovery<br>25% reduced effect,prefix,36,"utility_flask, default"
Measured,3/5,(49-54)% increased Charge Recovery<br>25% reduced effect,prefix,52,"utility_flask, default"
Allocated,2/5,(55-60)% increased Charge Recovery<br>25% reduced effect,prefix,68,"utility_flask, default"
Rationed,1/5,(61-66)% increased Charge Recovery<br>25% reduced effect,prefix,84,"utility_flask, default"
of the Abalone,4/4,(41-45)% increased Armour during Effect,suffix,6,"expedition_flask, utility_flask, default"
of the Tortoise,3/4,(46-50)% increased Armour during Effect,suffix,32,"expedition_flask, utility_flask, default"
of the Pangolin,2/4,(51-55)% increased Armour during Effect,suffix,58,"expedition_flask, utility_flask, default"
of the Armadillo,1/4,(56-60)% increased Armour during Effect,suffix,84,"expedition_flask, utility_flask, default"
of the Gazelle,4/4,(41-45)% increased Evasion Rating during Effect,suffix,6,"expedition_flask, utility_flask, default"
of the Antelope,3/4,(46-50)% increased Evasion Rating during Effect,suffix,32,"expedition_flask, utility_flask, default"
of the Ibex,2/4,(51-55)% increased Evasion Rating during Effect,suffix,58,"expedition_flask, utility_flask, default"
of the Impala,1/4,(56-60)% increased Evasion Rating during Effect,suffix,84,"expedition_flask, utility_flask, default"
of the Hare,3/3,(6-8)% increased Movement Speed during Effect,suffix,5,"utility_flask, default"
of the Lynx,2/3,(9-11)% increased Movement Speed during Effect,suffix,65,"utility_flask, default"
of the Cheetah,1/3,(12-14)% increased Movement Speed during Effect,suffix,85,"utility_flask, default"
of Stiffness,5/5,(51-56)% increased Block and Stun Recovery during Effect,suffix,1,"utility_flask, default"
of Bracing,4/5,(57-62)% increased Block and Stun Recovery during Effect,suffix,19,"utility_flask, default"
of Ballast,3/5,(63-68)% increased Block and Stun Recovery during Effect,suffix,37,"utility_flask, default"
of Counterpoise,2/5,(69-74)% increased Block and Stun Recovery during Effect,suffix,55,"utility_flask, default"
of Stabilisation,1/5,(75-80)% increased Block and Stun Recovery during Effect,suffix,73,"utility_flask, default"
of the Crystal,5/5,(12-14)% additional Elemental Resistances during Effect,suffix,1,"utility_flask, default"
of the Prism,4/5,(12-14)% additional Elemental Resistances during Effect,suffix,21,"utility_flask, default"
of the Kaleidoscope,3/5,(15-17)% additional Elemental Resistances during Effect,suffix,41,"utility_flask, default"
of Variegation,2/5,(15-17)% additional Elemental Resistances during Effect,suffix,61,"utility_flask, default"
of the Rainbow,1/5,(18-20)% additional Elemental Resistances during Effect,suffix,81,"utility_flask, default"
of Gluttony,1/1,0.4% of Physical Attack Damage Leeched as Life during Effect,suffix,10,default
of Gluttony,1/1,0.4% of Physical Attack Damage Leeched as Life during Effect,suffix,10,default
of Craving,1/1,0.4% of Physical Attack Damage Leeched as Mana during Effect,suffix,12,default
of Fending,1/1,Adds Knockback to Melee Attacks during Effect,suffix,9,default
of Runegleaming,4/4,(19-21)% increased Ward during Effect,suffix,12,"expedition_flask, default"
of Runeshining,3/4,(22-24)% increased Ward during Effect,suffix,26,"expedition_flask, default"
of Runeflaring,2/4,(25-27)% increased Ward during Effect,suffix,52,"expedition_flask, default"
of Runeblazing,1/4,(28-30)% increased Ward during Effect,suffix,78,"expedition_flask, default"
of the Novice,5/5,Grants (100-119)% of Life Recovery to Minions,suffix,10,"utility_flask, mana_flask, default"
of the Acolyte,4/5,Grants (120-139)% of Life Recovery to Minions,suffix,28,"utility_flask, mana_flask, default"
of the Summoner,3/5,Grants (140-159)% of Life Recovery to Minions,suffix,46,"utility_flask, mana_flask, default"
of the Conjurer,2/5,Grants (160-179)% of Life Recovery to Minions,suffix,64,"utility_flask, mana_flask, default"
of the Necromancer,1/5,Grants (180-200)% of Life Recovery to Minions,suffix,82,"utility_flask, mana_flask, default"
Surgeon's,1/1,Recharges 1 Charge when you deal a Critical Strike,prefix,8,"critical_utility_flask, default"
Medic's,5/5,(11-15)% chance to gain a Flask Charge when you deal a Critical Strike,prefix,8,default
Physician's,4/5,(16-20)% chance to gain a Flask Charge when you deal a Critical Strike,prefix,26,default
Doctor's,3/5,(21-25)% chance to gain a Flask Charge when you deal a Critical Strike,prefix,44,default
Specialist's,2/5,(26-30)% chance to gain a Flask Charge when you deal a Critical Strike,prefix,62,default
Surgeon's,1/5,(31-35)% chance to gain a Flask Charge when you deal a Critical Strike,prefix,80,default
Avenger's,1/1,Recharges 5 Charges when you take a Critical Strike,prefix,12,default
of Curing,1/1,Grants Immunity to Poison for 4 seconds if used while Poisoned,suffix,16,default
Abecedarian's,3/3,(38-33)% reduced Duration<br>25% increased effect,prefix,20,"utility_flask, default"
Dabbler's,2/3,(32-28)% reduced Duration<br>25% increased effect,prefix,50,"utility_flask, default"
Alchemist's,1/3,(27-23)% reduced Duration<br>25% increased effect,prefix,80,"utility_flask, default"
Apprentice's,5/5,(16-14)% reduced Charges per use,prefix,14,default
Scholar's,4/5,(19-17)% reduced Charges per use,prefix,31,default
Practitioner's,3/5,(22-20)% reduced Charges per use,prefix,48,default
Brewer's,2/5,(25-23)% reduced Charges per use,prefix,65,default
Chemist's,1/5,(28-26)% reduced Charges per use,prefix,82,default
Investigator's,5/5,(16-20)% increased Duration,prefix,20,"utility_flask, critical_utility_flask, default"
Analyst's,4/5,(21-25)% increased Duration,prefix,36,"utility_flask, critical_utility_flask, default"
Examiner's,3/5,(26-30)% increased Duration,prefix,52,"utility_flask, critical_utility_flask, default"
Clinician's,2/5,(31-35)% increased Duration,prefix,68,"utility_flask, critical_utility_flask, default"
Experimenter's,1/5,(36-40)% increased Duration,prefix,84,"utility_flask, critical_utility_flask, default"
Delinquent's,5/5,Gain 1 Charge when you are Hit by an Enemy,prefix,12,default
Transgressor's,4/5,Gain 1 Charge when you are Hit by an Enemy,prefix,29,default
Sinner's,3/5,Gain 2 Charges when you are Hit by an Enemy,prefix,46,default
Masochist's,2/5,Gain 2 Charges when you are Hit by an Enemy,prefix,63,default
Flagellant's,1/5,Gain 3 Charges when you are Hit by an Enemy,prefix,80,default
Nitrate,5/5,(21-26)% increased Amount Recovered<br>(20-25)% increased Charges per use,prefix,10,"utility_flask, default"
Dolomite,4/5,(27-32)% increased Amount Recovered<br>(20-25)% increased Charges per use,prefix,28,"utility_flask, default"
Kieserite,3/5,(33-38)% increased Amount Recovered<br>(20-25)% increased Charges per use,prefix,46,"utility_flask, default"
Kainite,2/5,(39-44)% increased Amount Recovered<br>(20-25)% increased Charges per use,prefix,64,"utility_flask, default"
Gypsum,1/5,(45-50)% increased Amount Recovered<br>(20-25)% increased Charges per use,prefix,82,"utility_flask, default"
Foreboding,1/1,Mana Recovery occurs instantly at the end of Effect<br>66% increased Amount Recovered,prefix,16,"utility_flask, life_flask, default"
Enduring,1/1,Effect is not removed when Unreserved Mana is Filled<br>Effect does not Queue<br>66% reduced Amount Recovered,prefix,16,"utility_flask, life_flask, default"
of Bloodshed,5/5,0.4% of Attack Damage Leeched as Life during Effect,suffix,10,"utility_flask, default"
of Gore,4/5,0.5% of Attack Damage Leeched as Life during Effect,suffix,20,"utility_flask, default"
of Carnage,3/5,0.6% of Attack Damage Leeched as Life during Effect,suffix,40,"utility_flask, default"
of Butchery,2/5,0.7% of Attack Damage Leeched as Life during Effect,suffix,60,"utility_flask, default"
of Bloodletting,1/5,0.8% of Attack Damage Leeched as Life during Effect,suffix,80,"utility_flask, default"
of Diverting,5/5,0.4% of Spell Damage Leeched as Energy Shield during Effect,suffix,10,"utility_flask, expedition_flask, default"
of Depletion,4/5,0.5% of Spell Damage Leeched as Energy Shield during Effect,suffix,20,"utility_flask, expedition_flask, default"
of Tapping,3/5,0.6% of Spell Damage Leeched as Energy Shield during Effect,suffix,40,"utility_flask, expedition_flask, default"
of Siphoning,2/5,0.7% of Spell Damage Leeched as Energy Shield during Effect,suffix,60,"utility_flask, expedition_flask, default"
of Draining,1/5,0.8% of Spell Damage Leeched as Energy Shield during Effect,suffix,80,"utility_flask, expedition_flask, default"
of the Falcon,3/3,(9-11)% increased Attack Speed during Effect,suffix,12,default
of the Eagle,2/3,(12-14)% increased Attack Speed during Effect,suffix,62,default
