Class,BaseType,DropLevel,Rarity,Height,Width,Sockets,Quality,Corrupted,SubGroup A,SubGroup B,SubGroup Tier,Game:Strength,Game:Dexterity,Game:Intelligence,Game:Damage From,Game:Damage To,Game:APS,Game:DPS,Game:Crit,Game:Implicit 1,Game:Implicit 2,Game:Armour,Game:Armour Max,Game:Evasion,Game:Evasion Max,Game:Energy Shield,Game:Energy Shield Max,Game:Block
Amulets,Lapis Amulet,7,NMRU,1,1,,,,defa,,,,,,,,,,,+20-30 to Intelligence,,,,,,,,
Amulets,Gold Amulet,15,NMRU,1,1,,,,defa,,,,,,,,,,,12-20% increased Rarity of Items found,,,,,,,,
Amulets,Agate Amulet,20,NMRU,1,1,,,,defa,,,,,,,,,,,+16-24 to Strength and Intelligence,,,,,,,,
Amulets,Citrine Amulet,20,NMRU,1,1,,,,defa,,,,,,,,,,,+16-24 to Strength and Dexterity,,,,,,,,
Amulets,Turquoise Amulet,20,NMRU,1,1,,,,defa,,,,,,,,,,,+16-24 to Dexterity and Intelligence,,,,,,,,
Amulets,Onyx Amulet,25,NMRU,1,1,,,,defa,,,,,,,,,,,+10-16 to all Attributes,,,,,,,,
Amulets,Marble Amulet,74,NMRU,1,1,,,,defa,,,,,,,,,,,Regenerate 1.2-1.6% of Life per second,,,,,,,,
Amulets,Blue Pearl Amulet,77,NMRU,1,1,,,,defa,,,,,,,,,,,48-56% increased Mana Regeneration Rate,,,,,,,,
Amulets,Unset Amulet,45,U,1,1,,,,nonDrop,,,,,,,,,,,Has 1 Socket,,,,,,,,
Belts,Chain Belt,2,NMRU,1,2,,,,defa,,,,,,,,,,,+9-20 to maximum Energy Shield,,,,,,,,
Belts,Rustic Sash,2,NMRU,1,2,,,,defa,,,,,,,,,,,12-24% increased Global Physical Damage,,,,,,,,
Belts,Heavy Belt,10,NMRU,1,2,,,,defa,,,,,,,,,,,+25-35 to Strength,,,,,,,,
Belts,Leather Belt,10,NMRU,1,2,,,,defa,,,,,,,,,,,+25-40 to maximum Life,,,,,,,,
Belts,Cloth Belt,20,NMRU,1,2,,,,defa,,,,,,,,,,,15-25% increased Stun and Block Recovery,,,,,,,,
Belts,Studded Belt,20,NMRU,1,2,,,,defa,,,,,,,,,,,20-30% increased Stun Duration on Enemies,,,,,,,,
Belts,Vanguard Belt,73,NMRU,1,2,,,,defa,,,,,,,,,,,+260-320 to Armour and Evasion Rating,,,,,,,,
Belts,Crystal Belt,73,NMRU,1,2,,,,defa,,,,,,,,,,,+60-80 to maximum Energy Shield,,,,,,,,
Quivers,Serrated Arrow Quiver,4,NMRU,3,2,,,,defa,,,,,,,,,,,Adds 1 to 4 Physical Damage to Attacks,,,,,,,,
Quivers,Two-Point Arrow Quiver,36,NMRU,3,2,,,,defa,,,,,,,,,,,20-30% increased Global Accuracy Rating,,,,,,,,
Quivers,Sharktooth Arrow Quiver,14,NMRU,3,2,,,,defa,,,,,,,,,,,Gain 6-8 Life per Enemy Hit with Attacks,,,,,,,,
Quivers,Blunt Arrow Quiver,31,NMRU,3,2,,,,defa,,,,,,,,,,,Adds 7-9 to 13-16 Physical Damage to Attacks,,,,,,,,
Quivers,Fire Arrow Quiver,9,NMR,3,2,,,,defa,,,,,,,,,,,Adds 3 to 5 Fire Damage to Attacks,,,,,,,,
Quivers,Broadhead Arrow Quiver,49,NMRU,3,2,,,,defa,,,,,,,,,,,8-10% increased Attack Speed,,,,,,,,
Quivers,Penetrating Arrow Quiver,25,NMRU,3,2,,,,defa,,,,,,,,,,,Arrows Pierce an additional Target,,,,,,,,
Quivers,Spike-Point Arrow Quiver,40,NMRU,3,2,,,,defa,,,,,,,,,,,20-30% increased Critical Strike Chance with Bows,,,,,,,,
Quivers,Ornate Quiver,45,U,3,2,,,,nonDrop,,,,,,,,,,,Has 1 Socket,,,,,,,,
Rings,Breach Ring,1,R,1,1,,,True,disa,,,,,,,,,,,Properties are doubled while in a Breach,,,,,,,,
Rings,Coral Ring,4,NMRU,1,1,,,,defa,,,,,,,,,,,+20-30 to maximum Life,,,,,,,,
Rings,Iron Ring,2,NMRU,1,1,,,,defa,,,,,,,,,,,Adds 1 to 4 Physical Damage to Attacks,,,,,,,,
Rings,Paua Ring,5,NMRU,1,1,,,,defa,,,,,,,,,,,+20-30 to maximum Mana,,,,,,,,
Rings,Unset Ring,45,NMRU,1,1,1,,,defa,,,,,,,,,,,Has 1 Socket,,,,,,,,
Rings,Sapphire Ring,8,NMRU,1,1,,,,defa,,,,,,,,,,,+20-30% to Cold Resistance,,,,,,,,
Rings,Topaz Ring,12,NMRU,1,1,,,,defa,,,,,,,,,,,+20-30% to Lightning Resistance,,,,,,,,
Rings,Ruby Ring,16,NMRU,1,1,,,,defa,,,,,,,,,,,+20-30% to Fire Resistance,,,,,,,,
Rings,Diamond Ring,25,NMRU,1,1,,,,defa,,,,,,,,,,,20-30% increased Global Critical Strike Chance,,,,,,,,
Rings,Gold Ring,20,NMRU,1,1,,,,defa,,,,,,,,,,,6-15% increased Rarity of Items found,,,,,,,,
Rings,Moonstone Ring,25,NMRU,1,1,,,,defa,,,,,,,,,,,7-10% increased Cast Speed,,,,,,,,
Rings,Two-Stone Ring,20,NMRU,1,1,,,,defa,,,,,,,,,,,+12-16% to Fire and Cold Resistances,,,,,,,,
Rings,Amethyst Ring,38,NMRU,1,1,,,,defa,,,,,,,,,,,+17-23% to Chaos Resistance,,,,,,,,
Rings,Prismatic Ring,30,NMRU,1,1,,,,defa,,,,,,,,,,,+8-10% to all Elemental Resistances,,,,,,,,
Rings,Opal Ring,78,NMRU,1,1,,,,defa,,,,,,,,,,,15-25% increased Elemental Damage,,,,,,,,
Rings,Steel Ring,78,NMRU,1,1,,,,defa,,,,,,,,,,,Adds 3-4 to 10-14 Physical Damage to Attacks,,,,,,,,
Rings,Vermillion Ring,80,NMR,1,1,,,,defa,,,,,,,,,,,5-7% increased maximum Life,,,,,,,,
Rings,Cerulean Ring,80,NMR,1,1,,,,defa,,,,,,,,,,,8-10% increased maximum Mana,,,,,,,,
Rings,Bone Ring,30,NMR,1,1,,,,defa,,,,,,,,,,,Minions have +10-15% to all Elemental Resistances,,,,,,,,
Rings,Dusk Ring,25,NMR,1,1,,,,kalan,,,,,,,,,,,Left ring slot: 15% reduced Skill Effect Duration\nRight ring slot: 15% increased Skill Effect Duration,,,,,,,,
Rings,Penumbra Ring,25,NMR,1,1,,,,kalan,,,,,,,,,,,Left ring slot: 30% reduced Effect of Curses on you\nRight ring slot: 30% increased Effect of Curses on you,,,,,,,,
Rings,Gloam Ring,25,NMR,1,1,,,,kalan,,,,,,,,,,,Left ring slot: Minions take 15% reduced Damage\nRight ring slot: Minions take 15% increased Damage,,,,,,,,
Rings,Tenebrous Ring,25,NMR,1,1,,,,kalan,,,,,,,,,,,Left ring slot: 30% reduced Duration of Ailments on You\nRight ring slot: 30% increased Duration of Ailments on You,,,,,,,,
Rings,Shadowed Ring,25,NMR,1,1,,,,kalan,,,,,,,,,,,,,,,,,,,
Rings,Ring,1,U,1,1,,,,nonDrop,,,,,,,,,,,,,,,,,,,
Rings,Nameless Ring,68,NMR,1,1,,,,kalgu,,,,,,,,,,,50% reduced Effect of Curses on you\n50% increased Elemental Ailment Duration on you,,,,,,,,
Jewels,Cobalt Jewel,20,NMRU,1,1,,,,defa,,,,,,,,,,,,,,,,,,,
Jewels,Crimson Jewel,20,NMRU,1,1,,,,defa,,,,,,,,,,,,,,,,,,,
Jewels,Viridian Jewel,20,NMRU,1,1,,,,defa,,,,,,,,,,,,,,,,,,,
Jewels,Prismatic Jewel,1,U,1,1,,,,nonDrop,,1,,,,,,,,,,,,,,,,,
Amulets,Seaglass Amulet,74,NMR,1,1,,,,defa,,,,,,,,,,,10-15% faster start of Energy Shield Recharge,,,,,,,,
Body Armours,Grasping Mail,70,NMR,3,2,6,0,,nonDrop,,,60,60,60,,,,,,,,217,250,217,250,44,51,
Boots,Fugitive Boots,70,NMR,2,2,4,0,,defa,,,,56,76,,,,,,+13-17% to Chaos Resistance,,,,112,129,32,37,
Gloves,Apothecary's Gloves,70,NMR,2,2,4,0,,defa,,,46,,59,,,,,,14-18% increased Damage over Time,,108,124,,,29,33,
Quivers,Artillery Quiver,74,NMR,3,2,,,,defa,,,,,,,,,,,20-30% increased Totem Placement speed,,,,,,,,
Rings,Iolite Ring,78,NMR,1,1,,,,defa,,,,,,,,,,,17-23% increased Chaos Damage,,,,,,,,
Amulets,Ruby Amulet,50,U,1,1,,,,nonDrop,,,,,,,,,,,+20-30% to Fire Resistance,,,,,,,,
Divination Cards,House of Mirrors,80,,1,1,,,,defa,,1,,,,,,,,,<currencyitem>{Mirror of Kalandra},9,,,,,,,
Divination Cards,The Doctor,75,,1,1,,,,defa,,1,,,,,,,,,<uniqueitem>{Headhunter},8,,,,,,,
Divination Cards,The Fiend,75,,1,1,,,,defa,,1,,,,,,,,,<uniqueitem>{Headhunter}\n<corrupted>{Corrupted},11,,,,,,,
Divination Cards,Hunter's Reward,30,,1,1,,,,defa,,1,,,,,,,,,<uniqueitem>{The Taming},3,,,,,,,
Divination Cards,The Dragon's Heart,75,,1,1,,,,defa,,1,,,,,,,,,<gemitem>{Level 4 Empower}\n<corrupted>{Corrupted},11,,,,,,,
Divination Cards,Mawr Blaidd,82,,1,1,,,,defa,,1,,,,,,,,,<uniqueitem>{Eyes of the Greatwolf},16,,,,,,,
Divination Cards,The Last One Standing,80,,1,1,,,,defa,,1,,,,,,,,,<uniqueitem>{Atziri's Disfavour},10,,,,,,,
Divination Cards,The Offering,47,,1,1,,,,defa,,1,,,,,,,,,<uniqueitem>{Shavronne's Wrappings},8,,,,,,,
Divination Cards,The Ethereal,68,,1,1,,,,defa,,1,,,,,,,,,<whiteitem>{Six-Link Vaal Regalia},7,,,,,,,
Divination Cards,The Queen,80,,1,1,,,,defa,,1,,,,,,,,,<uniqueitem>{Atziri's Acuity},16,,,,,,,
Divination Cards,Abandoned Wealth,35,,1,1,,,,defa,,1,,,,,,,,,<currencyitem>{3x Exalted Orb},5,,,,,,,
Divination Cards,The Formless Sea,64,,1,1,,,,defa,,1,,,,,,,,,<uniqueitem>{Varunastra},7,,,,,,,
Divination Cards,The Brittle Emperor,70,,1,1,,,,defa,,1,,,,,,,,,<uniqueitem>{Voll's Devotion}\n<corrupted>{Corrupted},8,,,,,,,
Divination Cards,The Immortal,35,,1,1,,,,defa,,1,,,,,,,,,<divination>{House of Mirrors},10,,,,,,,
Divination Cards,The Artist,75,,1,1,,,,defa,,1,,,,,,,,,<gemitem>{Level 4 Enhance}\n<corrupted>{Corrupted},11,,,,,,,
Divination Cards,The Thaumaturgist,68,,1,1,,,,defa,,1,,,,,,,,,<uniqueitem>{Shavronne's Revelation}\n<corrupted>{Corrupted},8,,,,,,,
Divination Cards,Wealth and Power,75,,1,1,,,,defa,,1,,,,,,,,,<gemitem>{Level 4 Enlighten}\n<corrupted>{Corrupted},11,,,,,,,
Divination Cards,The Demoness,72,,1,1,,,,defa,,1,,,,,,,,,<uniqueitem>{Death's Hand},5,,,,,,,
Divination Cards,Pride Before the Fall,68,,1,1,,,,defa,,1,,,,,,,,,<uniqueitem>{Kaom's Heart}\n<corrupted>{Corrupted},8,,,,,,,
Divination Cards,The Enlightened,68,,1,1,,,,defa,,1,,,,,,,,,<gemitem>{Level 3 Enlighten},6,,,,,,,
Divination Cards,Heterochromia,23,,1,1,,,,defa,,1,,,,,,,,,<uniqueitem>{Two-Stone Ring},2,,,,,,,
Divination Cards,The King's Heart,68,,1,1,,,,defa,,1,,,,,,,,,<uniqueitem>{Kaom's Heart},8,,,,,,,
Divination Cards,Bowyer's Dream,81,,1,1,,,,defa,,1,,,,,,,,,<whiteitem>{Six-Link Harbinger Bow}\n<default>{Item Level:} <normal>{91},6,,,,,,,
Divination Cards,The Hunger,38,,1,1,,,,defa,,1,,,,,,,,,<uniqueitem>{Taste of Hate},9,,,,,,,
Divination Cards,The Celestial Justicar,47,,1,1,,,,defa,,1,,,,,,,,,<whiteitem>{Six-Link Astral Plate},6,,,,,,,
Divination Cards,The Road to Power,81,,1,1,,,,defa,,2,,,,,,,,,<magicitem>{Runic One-Hand Weapon}\n<default>{Item Level:} <normal>{100},7,,,,,,,
Divination Cards,The Arena Champion,73,,1,1,,,,defa,,2,,,,,,,,,<whiteitem>{Map}\n<default>{Map Tier:} <normal>{12},10,,,,,,,
Divination Cards,The Gladiator,67,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Nightmare Bascinet},5,,,,,,,
Divination Cards,The Stormcaller,66,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Agnerod Staff},4,,,,,,,
Divination Cards,Glimmer of Hope,50,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Gold Ring},8,,,,,,,
Divination Cards,The Tyrant,81,,1,1,,,,defa,,2,,,,,,,,,<magicitem>{Merciless Weapon}\n<default>{Item Level:} <normal>{100},9,,,,,,,
Divination Cards,The Cursed King,60,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Rigwald's Curse},8,,,,,,,
Divination Cards,The Avenger,60,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Mjölner}\n<corrupted>{Corrupted},12,,,,,,,
Divination Cards,The Scavenger,62,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Carcass Jack},8,,,,,,,
Divination Cards,Lost Worlds,78,,1,1,,,,defa,,2,,,,,,,,,<whiteitem>{Map}\n<default>{Map Tier:} <normal>{15},8,,,,,,,
Divination Cards,The Union,23,,1,1,,,,defa,,2,,,,,,,,,<currencyitem>{10x Gemcutter's Prism},7,,,,,,,
Divination Cards,The Risk,65,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Ventor's Gamble},3,,,,,,,
Divination Cards,The Trial,78,,1,1,,,,defa,,2,,,,,,,,,<rareitem>{Map}\n<default>{Map Tier:} <normal>{15}\n<corrupted>{Corrupted},7,,,,,,,
Divination Cards,Scholar of the Seas,68,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Mao Kun},7,,,,,,,
Divination Cards,Lucky Deck,50,,1,1,,,,defa,,2,,,,,,,,,<currencyitem>{10x Stacked Deck},9,,,,,,,
Divination Cards,Humility,23,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Tabula Rasa},9,,,,,,,
Divination Cards,The Penitent,68,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Unset Ring},5,,,,,,,
Divination Cards,The Surveyor,75,,1,1,,,,defa,,2,,,,,,,,,<whiteitem>{Map}\n<default>{Map Tier:} <normal>{14},4,,,,,,,
Divination Cards,Lysah's Respite,23,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Agate Amulet}\n<corrupted>{Corrupted},6,,,,,,,
Divination Cards,The Inventor,23,,1,1,,,,defa,,2,,,,,,,,,<currencyitem>{10x Vaal Orb},6,,,,,,,
Divination Cards,The Watcher,69,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Crown of Eyes},12,,,,,,,
Divination Cards,The Soul,68,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Soul Taker},9,,,,,,,
Divination Cards,The Jester,81,,1,1,,,,defa,,2,,,,,,,,,<size:31>{<magicitem>{Merciless One-Hand Weapon}\n<default>{Item Level:} <normal>{100}},9,,,,,,,
Divination Cards,Vinia's Token,23,,1,1,,,,defa,,2,,,,,,,,,<currencyitem>{10x Orb of Regret},5,,,,,,,
Divination Cards,Rats,55,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Rat's Nest},8,,,,,,,
Divination Cards,The Wrath,23,,1,1,,,,defa,,2,,,,,,,,,<currencyitem>{10x Chaos Orb},8,,,,,,,
Divination Cards,Hope,30,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Prismatic Ring}\n<corrupted>{Corrupted},5,,,,,,,
Divination Cards,Treasure Hunter,68,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Vaults of Atziri}\n<corrupted>{Corrupted},7,,,,,,,
Divination Cards,The Explorer,58,,1,1,,,,defa,,2,,,,,,,,,<rareitem>{Map}\n<corrupted>{Corrupted},6,,,,,,,
Divination Cards,The Body,23,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Body Armour},4,,,,,,,
Divination Cards,The Encroaching Darkness,68,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Map}\n<corrupted>{Corrupted},8,,,,,,,
Divination Cards,Hubris,23,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Ring},5,,,,,,,
Divination Cards,Jack in the Box,23,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Item},4,,,,,,,
Divination Cards,The Traitor,23,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Wand}\n<corrupted>{Corrupted},4,,,,,,,
Divination Cards,Assassin's Favour,23,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Dagger},9,,,,,,,
Divination Cards,The Battle Born,23,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Axe},5,,,,,,,
Divination Cards,Chaotic Disposition,23,,1,1,,,,defa,,2,,,,,,,,,<currencyitem>{5x Chaos Orb},1,,,,,,,
Divination Cards,The Void,23,,1,1,,,,defa,,2,,,,,,,,,,,,,,,,,
Divination Cards,The Dapper Prodigy,81,,1,1,,,,defa,,2,,,,,,,,,<whiteitem>{Six-Link Body Armour}\n<default>{Item Level:} <normal>{100},6,,,,,,,
Divination Cards,The Vast,23,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Song of the Sirens},7,,,,,,,
Divination Cards,The Dark Mage,50,,1,1,,,,defa,,2,,,,,,,,,<whiteitem>{Six-Link Staff}\n<default>{Item Level:} <normal>{55},6,,,,,,,
Divination Cards,Last Hope,68,,1,1,,,,defa,,2,,,,,,,,,<whiteitem>{Mortal Hope},3,,,,,,,
Divination Cards,The Valkyrie,23,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Nemesis Item},8,,,,,,,
Divination Cards,The Sephirot,35,,1,1,,,,defa,,2,,,,,,,,,<currencyitem>{10x Divine Orb},11,,,,,,,
Divination Cards,Time-Lost Relic,68,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{League-Specific Item},10,,,,,,,
Divination Cards,The Harvester,37,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{The Harvest},11,,,,,,,
Divination Cards,The Hoarder,35,,1,1,,,,defa,,2,,,,,,,,,<currencyitem>{Exalted Orb},12,,,,,,,
Divination Cards,Emperor of Purity,60,,1,1,,,,defa,,2,,,,,,,,,<whiteitem>{Six-Link Holy Chainmail}\n<default>{Item Level:} <normal>{60},7,,,,,,,
Divination Cards,The Chains that Bind,38,,1,1,,,,defa,,2,,,,,,,,,<whiteitem>{Six-Link Body Armour},11,,,,,,,
Divination Cards,The Warlord,81,,1,1,,,,defa,,2,,,,,,,,,<whiteitem>{Six-Link Coronal Maul}\n<default>{Item Level:} <normal>{83},6,,,,,,,
Divination Cards,The Wolf,45,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Rigwald Item},5,,,,,,,
Divination Cards,The Fletcher,25,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Drillneck}\n<corrupted>{Corrupted},5,,,,,,,
Divination Cards,The Aesthete,23,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Shavronne Item},8,,,,,,,
Divination Cards,Earth Drinker,27,,1,1,,,,defa,,2,,,,,,,,,<uniqueitem>{Granite Flask},5,,,,,,,
Divination Cards,Lantador's Lost Love,23,,1,1,,,,defa,,3,,,,,,,,,<rareitem>{Two-Stone Ring},7,,,,,,,
Divination Cards,The Spark and the Flame,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Berek's Respite},2,,,,,,,
Divination Cards,The Polymath,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Astramentis},3,,,,,,,
Divination Cards,The Saint's Treasure,35,,1,1,,,,defa,,3,,,,,,,,,<currencyitem>{2x Exalted Orb},10,,,,,,,
Divination Cards,A Mother's Parting Gift,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Fertile Mind}\n<corrupted>{Corrupted},6,,,,,,,
Divination Cards,The Porcupine,38,,1,1,,,,defa,,3,,,,,,,,,<whiteitem>{Six-Link Short Bow}\n<default>{Item Level:} <normal>{50},6,,,,,,,
Divination Cards,The Standoff,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Rustic Sash},3,,,,,,,
Divination Cards,The Wolven King's Bite,77,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Rigwald's Quills},8,,,,,,,
Divination Cards,Merciless Armament,81,,1,1,,,,defa,,3,,,,,,,,,<size:31>{<magicitem>{Merciless Two-Hand Weapon}\n<default>{Item Level:} <normal>{100}},4,,,,,,,
Divination Cards,Lingering Remnants,78,,1,1,,,,defa,,3,,,,,,,,,<rareitem>{Vaal Temple Map}\n<corrupted>{Corrupted},16,,,,,,,
Divination Cards,Gemcutter's Promise,23,,1,1,,,,defa,,3,,,,,,,,,<gemitem>{Gem}\n<default>{Quality:} <augmented>{+20%},3,,,,,,,
Divination Cards,The Wind,70,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Windripper},7,,,,,,,
Divination Cards,The Survivalist,23,,1,1,,,,defa,,3,,,,,,,,,<currencyitem>{7x Orb of Alchemy},3,,,,,,,
Divination Cards,Atziri's Arsenal,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Weapon}\n<corrupted>{Corrupted},4,,,,,,,
Divination Cards,The Pact,57,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Pledge of Hands},9,,,,,,,
Divination Cards,The Conduit,69,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Doryani's Fist},9,,,,,,,
Divination Cards,Lucky Connections,23,,1,1,,,,defa,,3,,,,,,,,,<currencyitem>{20x Orb of Fusing},7,,,,,,,
Divination Cards,The Opulent,81,,1,1,,,,defa,,3,,,,,,,,,<rareitem>{Ring}\n<default>{Item Level:} <normal>{100},5,,,,,,,
Divination Cards,Dialla's Subjugation,23,,1,1,,,,defa,,3,,,,,,,,,<size:31>{<gemitem>{Support Gem}\n<default>{Quality:} <augmented>{+23%}\n<corrupted>{Corrupted}},7,,,,,,,
Divination Cards,The Cataclysm,72,,1,1,,,,defa,,3,,,,,,,,,<gemitem>{Level 21 Spell Gem}\n<corrupted>{Corrupted},13,,,,,,,
Divination Cards,Emperor's Luck,23,,1,1,,,,defa,,3,,,,,,,,,<currencyitem>{5x Currency},5,,,,,,,
Divination Cards,Grave Knowledge,23,,1,1,,,,defa,,3,,,,,,,,,<gemitem>{Summon Raging Spirit}\n<default>{Quality:} <augmented>{+20%},6,,,,,,,
Divination Cards,Might is Right,40,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Trypanon},9,,,,,,,
Divination Cards,The Wretched,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Belt},6,,,,,,,
Divination Cards,The Spoiled Prince,81,,1,1,,,,defa,,3,,,,,,,,,<magicitem>{Dictator's Prophecy Wand}\n<default>{Item Level:} <normal>{100},4,,,,,,,
Divination Cards,Gift of the Gemling Queen,70,,1,1,,,,defa,,3,,,,,,,,,<gemitem>{Level 20 Support Gem},9,,,,,,,
Divination Cards,The One With All,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Le Heup of All}\n<corrupted>{Corrupted},6,,,,,,,
Divination Cards,The Lion,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Lioneye Item},5,,,,,,,
Divination Cards,The Poet,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Blood of Corruption}\n<corrupted>{Corrupted},9,,,,,,,
Divination Cards,Tranquillity,68,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Voltaxic Rift},7,,,,,,,
Divination Cards,The Forsaken,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Umbilicus Immortalis},7,,,,,,,
Divination Cards,The Throne,68,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Kaom's Roots}\n<corrupted>{Corrupted},2,,,,,,,
Divination Cards,The Garish Power,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Jewel},4,,,,,,,
Divination Cards,The Mercenary,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Shield}\n<corrupted>{Corrupted},5,,,,,,,
Divination Cards,Hunter's Resolve,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Bow},8,,,,,,,
Divination Cards,The Rabid Rhoa,81,,1,1,,,,defa,,3,,,,,,,,,<magicitem>{Malicious Gemini Claw}\n<default>{Item Level:} <normal>{83},4,,,,,,,
Divination Cards,Blind Venture,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Ring}\n<corrupted>{Corrupted},7,,,,,,,
Divination Cards,Boundless Realms,58,,1,1,,,,defa,,3,,,,,,,,,<whiteitem>{Map},4,,,,,,,
Divination Cards,Three Faces in the Dark,23,,1,1,,,,defa,,3,,,,,,,,,<currencyitem>{3x Chaos Orb},7,,,,,,,
Divination Cards,The Wolverine,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Claw}\n<corrupted>{Corrupted},4,,,,,,,
Divination Cards,The Siren,33,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{The Whispering Ice}\n<corrupted>{Corrupted},7,,,,,,,
Divination Cards,Coveted Possession,23,,1,1,,,,defa,,3,,,,,,,,,<currencyitem>{5x Regal Orb},9,,,,,,,
Divination Cards,Mitts,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Gloves},5,,,,,,,
Divination Cards,Birth of the Three,23,,1,1,,,,disa,,3,,,,,,,,,<uniqueitem>{The Goddess Bound},3,,,,,,,
Divination Cards,The Sigil,73,,1,1,,,,defa,,3,,,,,,,,,<magicitem>{Unassailable Amulet},3,,,,,,,
Divination Cards,The Calling,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Beyond Item},6,,,,,,,
Divination Cards,The Lover,68,,1,1,,,,defa,,3,,,,,,,,,<rareitem>{Jewellery}\n<default>{Item Level:} <normal>{79},2,,,,,,,
Divination Cards,The Fox,68,,1,1,,,,defa,,3,,,,,,,,,<gemitem>{Level 20 Gem},6,,,,,,,
Divination Cards,The Lord in Black,81,,1,1,,,,defa,,3,,,,,,,,,<magicitem>{Ring of Bameth}\n<default>{Item Level:} <normal>{83},6,,,,,,,
Divination Cards,Rain Tempter,68,,1,1,,,,defa,,3,,,,,,,,,<whiteitem>{Map}\n<default>{Map Tier:} <normal>{6},9,,,,,,,
Divination Cards,The Gentleman,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Sword}\n<corrupted>{Corrupted},4,,,,,,,
Divination Cards,The Endurance,23,,1,1,,,,defa,,3,,,,,,,,,<magicitem>{Vivid Crimson Jewel},4,,,,,,,
Divination Cards,The Hermit,23,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Lifesprig},9,,,,,,,
Divination Cards,Prosperity,81,,1,1,,,,defa,,3,,,,,,,,,<magicitem>{Perandus' Gold Ring},10,,,,,,,
Divination Cards,The Oath,62,,1,1,,,,defa,,3,,,,,,,,,<uniqueitem>{Death's Oath},6,,,,,,,
Divination Cards,Rain of Chaos,23,,1,1,,,,defa,,3,,,,,,,,,<currencyitem>{Chaos Orb},8,,,,,,,
Divination Cards,Dying Anguish,68,,1,1,,,,defa,,3,,,,,,,,,<gemitem>{Level 19 Transfigured Gem}\n<default>{Quality:} <augmented>{+19%},8,,,,,,,
