name,Tier,Text,generation_type,required_level,Spawn_weights
"of Restoration","Unknown","Various","suffix","Various","Various"
"of Regrowth","Unknown","Various","suffix","Various","Various"
"of Nourishment","Unknown","Various","suffix","Various","Various"
"of Skill","Unknown","Various","suffix","Various","Various"
"of Ease","Unknown","Various","suffix","Various","Various"
"of Mastery","Unknown","Various","suffix","Various","Various"
"of Renown","Unknown","Various","suffix","Various","Various"
"of Acclaim","Unknown","(17-19)% increased [Attack] Speed","suffix","37","ranged, weapon, default"
"of Fame","Unknown","(20-22)% increased [Attack] Speed","suffix","45","ranged, weapon, default"
"of Infamy","Unknown","(23-25)% increased [Attack] Speed","suffix","60","ranged, weapon, default"
"of Celebration","Unknown","(26-28)% increased [Attack] Speed","suffix","77","ranged, weapon, default"
"of Talent","Unknown","Various","suffix","Various","Various"
"of Nimbleness","Unknown","Various","suffix","Various","Various"
"of Expertise","Unknown","Various","suffix","Various","Various"
"of Sortilege","Unknown","Various","suffix","Various","Various"
"of Legerdemain","Unknown","Various","suffix","Various","Various"
"of Prestidigitation","Unknown","Various","suffix","Various","Various"
"of Finesse","Unknown","Various","suffix","Various","Various"
"TBD","Unknown","Various","suffix","Various","Various"
"Precise","Unknown","Various","prefix","Various","Various"
"Reliable","Unknown","Various","prefix","Various","Various"
"Focused","Unknown","Various","prefix","Various","Various"
"Deliberate","Unknown","Various","prefix","Various","Various"
"Consistent","Unknown","Various","prefix","Various","Various"
"Steady","Unknown","Various","prefix","Various","Various"
"Hunter's","Unknown","Various","prefix","Various","Various"
"Ranger's","Unknown","Various","prefix","Various","Various"
"Amazon's","Unknown","Various","prefix","Various","Various"
"Valkyrie's","Unknown","+(551-650) to [Accuracy|Accuracy] Rating","prefix","82","ranged, default"
"of Menace","Unknown","Various","suffix","Various","Various"
"of Disaster","Unknown","Various","suffix","Various","Various"
"of Calamity","Unknown","Various","suffix","Various","Various"
"of Unmaking","Unknown","Various","suffix","Various","Various"
"of Ire","Unknown","Various","suffix","Various","Various"
"of Anger","Unknown","Various","suffix","Various","Various"
"of Rage","Unknown","Various","suffix","Various","Various"
"of Fury","Unknown","Various","suffix","Various","Various"
"of Ferocity","Unknown","Various","suffix","Various","Various"
"of Destruction","Unknown","Various","suffix","Various","Various"
"of Plunder","Unknown","Various","suffix","Various","Various"
"of Raiding","Unknown","Various","suffix","Various","Various"
"of Archaeology","Unknown","Various","suffix","Various","Various"
"of Excavation","Unknown","Various","suffix","Various","Various"
"of Windfall","Unknown","(22-25)% increased [ItemRarity|Rarity of Items] found","suffix","75","ring, amulet, gloves, boots, helmet, default"
"Magpie's","Unknown","(8-11)% increased [ItemRarity|Rarity of Items] found","prefix","10","ring, amulet, helmet, default"
"Collector's","Unknown","Various","prefix","Various","Various"
"Hoarder's","Unknown","(16-19)% increased [ItemRarity|Rarity of Items] found","prefix","47","ring, amulet, helmet, default"
"Pirate's","Unknown","(20-22)% increased [ItemRarity|Rarity of Items] found","prefix","65","ring, amulet, helmet, default"
"Dragon's","Unknown","(23-25)% increased [ItemRarity|Rarity of Items] found","prefix","81","ring, amulet, helmet, default"
"of Shining","Unknown","Various","suffix","Various","Various"
"of Light","Unknown","Various","suffix","Various","Various"
"of Radiance","Unknown","Various","suffix","Various","Various"
"of Warmth","Unknown","5% increased [LightRadius|Light Radius]<br>(8-12)% increased Mana Regeneration Rate","suffix","8","wand, staff, sceptre, ring, default"
"of Kindling","Unknown","10% increased [LightRadius|Light Radius]<br>(13-17)% increased Mana Regeneration Rate","suffix","15","wand, staff, sceptre, ring, default"
"of the Hearth","Unknown","Various","suffix","Various","Various"
"Steadfast","Unknown","Various","prefix","Various","Various"
"Unrelenting","Unknown","(20-24)% increased [Block] chance","prefix","33","shield, default"
"Adamant","Unknown","Various","prefix","Various","Various"
"Warded","Unknown","(58-63)% increased [Block] chance","prefix","46","shield, default"
"Unwavering","Unknown","Various","prefix","Various","Various"
"Enduring","Unknown","Various","prefix","Various","Various"
"Unyielding","Unknown","(76-81)% increased [Block] chance","prefix","82","shield, default"
"Lady's","Unknown","+(30-33) to [Spirit|Spirit]","prefix","16","body_armour, amulet, default"
"Baronness'","Unknown","+(34-37) to [Spirit|Spirit]","prefix","25","body_armour, amulet, default"
"Viscountess'","Unknown","+(38-42) to [Spirit|Spirit]","prefix","33","body_armour, amulet, default"
"Marchioness'","Unknown","+(43-46) to [Spirit|Spirit]","prefix","46","body_armour, amulet, default"
"Countess'","Unknown","+(47-50) to [Spirit|Spirit]","prefix","54","body_armour, amulet, default"
"Duchess'","Unknown","+(51-53) to [Spirit|Spirit]","prefix","60","body_armour, default"
"Princess'","Unknown","+(54-56) to [Spirit|Spirit]","prefix","65","body_armour, default"
"Queen's","Unknown","+(57-61) to [Spirit|Spirit]","prefix","78","body_armour, default"
"Lord's","Unknown","(20-26)% increased [Spirit|Spirit]","prefix","1","sceptre, default"
"Baron's","Unknown","(27-32)% increased [Spirit|Spirit]","prefix","8","sceptre, default"
"Viscount's","Unknown","(33-38)% increased [Spirit|Spirit]","prefix","16","sceptre, default"
"Marquess'","Unknown","(39-44)% increased [Spirit|Spirit]","prefix","33","sceptre, default"
"Count's","Unknown","(45-50)% increased [Spirit|Spirit]","prefix","46","sceptre, default"
"Duke's","Unknown","(51-55)% increased [Spirit|Spirit]","prefix","60","sceptre, default"
"Prince's","Unknown","(56-60)% increased [Spirit|Spirit]","prefix","75","sceptre, default"
"King's","Unknown","(61-65)% increased [Spirit|Spirit]","prefix","82","sceptre, default"
"Advisor's","Unknown","(10-14)% increased [Spirit|Spirit]<br>+(17-20) to maximum Mana","prefix","2","sceptre, default"
"Counselor's","Unknown","(15-18)% increased [Spirit|Spirit]<br>+(21-24) to maximum Mana","prefix","11","sceptre, default"
"Emissary's","Unknown","(19-22)% increased [Spirit|Spirit]<br>+(25-28) to maximum Mana","prefix","26","sceptre, default"
"Minister's","Unknown","(23-26)% increased [Spirit|Spirit]<br>+(29-33) to maximum Mana","prefix","36","sceptre, default"
"Envoy's","Unknown","(27-30)% increased [Spirit|Spirit]<br>+(34-37) to maximum Mana","prefix","48","sceptre, default"
"Diplomat's","Unknown","(31-34)% increased [Spirit|Spirit]<br>+(38-41) to maximum Mana","prefix","58","sceptre, default"
"Chancellor's","Unknown","(35-38)% increased [Spirit|Spirit]<br>+(42-45) to maximum Mana","prefix","70","sceptre, default"
"of Sealing","Unknown","Various","suffix","Various","Various"
"of Alleviation","Unknown","(45-41)% reduced Duration of [Bleeding] on You","suffix","37","body_armour, default"
"of Allaying","Unknown","(50-46)% reduced Duration of [Bleeding] on You","suffix","50","body_armour, default"
"of Assuaging","Unknown","(55-51)% reduced Duration of [Bleeding] on You","suffix","64","body_armour, default"
"of Staunching","Unknown","(60-56)% reduced Duration of [Bleeding] on You","suffix","76","body_armour, default"
"of the Antitoxin","Unknown","Various","suffix","Various","Various"
"of the Remedy","Unknown","(45-41)% reduced [Poison|Poison] Duration on you","suffix","37","body_armour, default"
"of the Cure","Unknown","(50-46)% reduced [Poison|Poison] Duration on you","suffix","50","body_armour, default"
"of the Panacea","Unknown","(55-51)% reduced [Poison|Poison] Duration on you","suffix","64","body_armour, default"
"of the Antidote","Unknown","(60-56)% reduced [Poison|Poison] Duration on you","suffix","76","body_armour, default"
"of Damping","Unknown","Various","suffix","Various","Various"
"of Quashing","Unknown","Various","suffix","Various","Various"
"of Quelling","Unknown","Various","suffix","Various","Various"
"of Quenching","Unknown","Various","suffix","Various","Various"
"of Dousing","Unknown","(56-60)% reduced [Ignite|Ignite] Duration on you","suffix","76","body_armour, default"
"of Earthing","Unknown","Various","suffix","Various","Various"
"of Insulation","Unknown","Various","suffix","Various","Various"
"of the Impedance","Unknown","(46-50)% reduced [Shock|Shock] duration on you","suffix","49","boots, default"
"of the Dielectric","Unknown","(51-55)% reduced [Shock|Shock] duration on you","suffix","63","boots, default"
"of Grounding","Unknown","Various","suffix","Various","Various"
"of Convection","Unknown","Various","suffix","Various","Various"
"of Fluidity","Unknown","(41-45)% reduced [Chill|Chill] Duration on you","suffix","36","boots, default"
"of Entropy","Unknown","Various","suffix","Various","Various"
"of Dissipation","Unknown","(51-55)% reduced [Chill|Chill] Duration on you","suffix","63","boots, default"
"of the Reversal","Unknown","(56-60)% reduced [Chill|Chill] Duration on you","suffix","75","boots, default"
"of Heating","Unknown","(36-40)% reduced [Freeze|Freeze] Duration on you","suffix","20","boots, default"
"of Unfreezing","Unknown","(41-45)% reduced [Freeze|Freeze] Duration on you","suffix","36","boots, default"
"of Defrosting","Unknown","(46-50)% reduced [Freeze|Freeze] Duration on you","suffix","49","boots, default"
"of the Temperate","Unknown","(51-55)% reduced [Freeze|Freeze] Duration on you","suffix","63","boots, default"
"of Thawing","Unknown","(56-60)% reduced [Freeze|Freeze] Duration on you","suffix","75","boots, default"
"of Dulling","Unknown","[HitDamage|Hits] against you have (21-27)% reduced [CriticalDamageBonus|Critical Damage Bonus]","suffix","33","str_dex_shield, default"
"of Deadening","Unknown","[HitDamage|Hits] against you have (28-34)% reduced [CriticalDamageBonus|Critical Damage Bonus]","suffix","45","str_dex_shield, default"
"of Interference","Unknown","[HitDamage|Hits] against you have (35-41)% reduced [CriticalDamageBonus|Critical Damage Bonus]","suffix","58","str_dex_shield, default"
"of Obstruction","Unknown","Various","suffix","Various","Various"
"of the Bastion","Unknown","[HitDamage|Hits] against you have (48-54)% reduced [CriticalDamageBonus|Critical Damage Bonus]","suffix","81","str_dex_shield, default"
"of the Watchman","Unknown","4% additional [Physical] Damage Reduction","suffix","32","str_shield, default"
"of the Custodian","Unknown","5% additional [Physical] Damage Reduction","suffix","41","str_shield, default"
"of the Sentry","Unknown","6% additional [Physical] Damage Reduction","suffix","53","str_shield, default"
"of the Protector","Unknown","7% additional [Physical] Damage Reduction","suffix","66","str_shield, default"
"of the Conservator","Unknown","8% additional [Physical] Damage Reduction","suffix","77","str_shield, default"
"of the Bushfire","Unknown","+1% to [MaximumResistances|Maximum Fire Resistance]","suffix","68","shield, default"
"of the Molten Core","Unknown","+2% to [MaximumResistances|Maximum Fire Resistance]","suffix","75","shield, default"
"of the Solar Storm","Unknown","+3% to [MaximumResistances|Maximum Fire Resistance]","suffix","81","shield, default"
"of Furs","Unknown","+1% to [MaximumResistances|Maximum Cold Resistance]","suffix","68","shield, default"
"of the Tundra","Unknown","+2% to [MaximumResistances|Maximum Cold Resistance]","suffix","75","shield, default"
"of the Mammoth","Unknown","+3% to [MaximumResistances|Maximum Cold Resistance]","suffix","81","shield, default"
"of Impedance","Unknown","Various","suffix","Various","Various"
"of Shockproofing","Unknown","+2% to [MaximumResistances|Maximum Lightning Resistance]","suffix","75","shield, default"
"of the Lightning Rod","Unknown","+3% to [MaximumResistances|Maximum Lightning Resistance]","suffix","81","shield, default"
"of Regularity","Unknown","+1% to [MaximumResistances|Maximum Chaos Resistance]","suffix","68","shield, default"
"of Concord","Unknown","+2% to [MaximumResistances|Maximum Chaos Resistance]","suffix","75","shield, default"
"of Harmony","Unknown","+3% to [MaximumResistances|Maximum Chaos Resistance]","suffix","81","shield, default"
"of the Deathless","Unknown","+1% to all [MaximumResistances|Maximum Elemental Resistances]","suffix","75","shield, default"
"of the Everlasting","Unknown","+2% to all [MaximumResistances|Maximum Elemental Resistances]","suffix","81","shield, default"
"of Enlivening","Unknown","Various","suffix","Various","Various"
"of Diffusion","Unknown","Various","suffix","Various","Various"
"of Dispersal","Unknown","Various","suffix","Various","Various"
"of Buffering","Unknown","Various","suffix","Various","Various"
"of Ardour","Unknown","Various","suffix","Various","Various"
"of Suffusion","Unknown","Various","suffix","Various","Various"
"of Impatience","Unknown","(26-30)% [FasterESRechargeStart|faster start of Energy Shield Recharge]","suffix","1","helmet, gloves, boots, shield, str_dex_int_armour, str_int_armour, dex_int_armour, int_armour, default"
"of Restlessness","Unknown","(31-35)% [FasterESRechargeStart|faster start of Energy Shield Recharge]","suffix","16","helmet, gloves, boots, shield, str_dex_int_armour, str_int_armour, dex_int_armour, int_armour, default"
"of Fretfulness","Unknown","(36-40)% [FasterESRechargeStart|faster start of Energy Shield Recharge]","suffix","36","helmet, gloves, boots, shield, str_dex_int_armour, str_int_armour, dex_int_armour, int_armour, default"
"of Motivation","Unknown","(41-45)% [FasterESRechargeStart|faster start of Energy Shield Recharge]","suffix","48","helmet, gloves, boots, shield, str_dex_int_armour, str_int_armour, dex_int_armour, int_armour, default"
"of Anticipation","Unknown","(51-55)% [FasterESRechargeStart|faster start of Energy Shield Recharge]","suffix","81","helmet, gloves, boots, shield, str_dex_int_armour, str_int_armour, dex_int_armour, int_armour, default"
"of Covering","Unknown","Various","suffix","Various","Various"
"of Sheathing","Unknown","Various","suffix","Various","Various"
"of Lining","Unknown","Various","suffix","Various","Various"
"of Padding","Unknown","Various","suffix","Various","Various"
"of Furring","Unknown","Various","suffix","Various","Various"
"of Thermokryptance","Unknown","+(44-50)% of [Armour|Armour] also applies to [ElementalDamage|Elemental Damage]","suffix","81","helmet, gloves, boots, str_dex_int_armour, str_int_armour, str_dex_armour, str_armour, default"
"of Deflecting","Unknown","Various","suffix","Various","Various"
"of Bending","Unknown","Various","suffix","Various","Various"
"of Curvation","Unknown","Various","suffix","Various","Various"
"of Diversion","Unknown","Various","suffix","Various","Various"
"of Flexure","Unknown","Various","suffix","Various","Various"
"of Warping","Unknown","Gain [Deflect|Deflection Rating] equal to (24-26)% of [Evasion|Evasion Rating]","suffix","81","helmet, gloves, boots, str_dex_int_armour, dex_int_armour, str_dex_armour, dex_armour, default"
"of Piercing","Unknown","Various","suffix","Various","Various"
"of Drilling","Unknown","(15-17)% chance to [Pierce|Pierce] an Enemy","suffix","26","quiver, default"
"of Puncturing","Unknown","Various","suffix","Various","Various"
"of Skewering","Unknown","(21-23)% chance to [Pierce|Pierce] an Enemy","suffix","61","quiver, default"
"of Penetrating","Unknown","(24-26)% chance to [Pierce|Pierce] an Enemy","suffix","77","quiver, default"
"of Splintering","Unknown","Various","suffix","Various","Various"
"of Many","Unknown","Various","suffix","Various","Various"
"of Surplus","Unknown","Various","suffix","Various","Various"
"of Shards","Unknown","+(125-150)% [SurpassChance|Surpassing] chance to fire an additional Arrow","suffix","66","bow, default"
"of Shelling","Unknown","Loads an additional bolt","suffix","55","cannon, crossbow, default"
"of Bursting","Unknown","Loads 2 additional bolts","suffix","82","cannon, crossbow, default"
"Restoring","Unknown","(5-10)% increased [Flask] Life Recovery rate","prefix","1","belt, default"
"Recovering","Unknown","(11-16)% increased [Flask] Life Recovery rate","prefix","16","belt, default"
"Renewing","Unknown","(17-22)% increased [Flask] Life Recovery rate","prefix","33","belt, default"
"Refreshing","Unknown","(23-28)% increased [Flask] Life Recovery rate","prefix","46","belt, default"
"Rejuvenating","Unknown","(29-34)% increased [Flask] Life Recovery rate","prefix","60","belt, default"
"Regenerating","Unknown","(35-40)% increased [Flask] Life Recovery rate","prefix","75","belt, default"
"Affecting","Unknown","(5-10)% increased [Flask] Mana Recovery rate","prefix","5","belt, default"
"Stirring","Unknown","Various","prefix","Various","Various"
"Heartening","Unknown","(17-22)% increased [Flask] Mana Recovery rate","prefix","26","belt, default"
"Exciting","Unknown","(23-28)% increased [Flask] Mana Recovery rate","prefix","36","belt, default"
"Galvanizing","Unknown","(29-34)% increased [Flask] Mana Recovery rate","prefix","54","belt, default"
"Inspiring","Unknown","(35-40)% increased [Flask] Mana Recovery rate","prefix","63","belt, default"
"Conservative","Unknown","(4-9)% increased [Charm] Effect Duration","prefix","8","belt, default"
"Transformative","Unknown","(10-15)% increased [Charm] Effect Duration","prefix","33","belt, default"
"Progressive","Unknown","(16-21)% increased [Charm] Effect Duration","prefix","46","belt, default"
"Innovative","Unknown","(22-27)% increased [Charm] Effect Duration","prefix","60","belt, default"
"Revolutionary","Unknown","(28-33)% increased [Charm] Effect Duration","prefix","75","belt, default"
"of Refilling","Unknown","Various","suffix","Various","Various"
"of Restocking","Unknown","(11-16)% increased [Flask|Flask] Charges gained","suffix","16","belt, default"
"of Replenishing","Unknown","(17-22)% increased [Flask|Flask] Charges gained","suffix","32","belt, default"
"of Pouring","Unknown","(23-28)% increased [Flask|Flask] Charges gained","suffix","48","belt, default"
"of Brimming","Unknown","Various","suffix","Various","Various"
"of Overflowing","Unknown","Various","suffix","Various","Various"
"of Sipping","Unknown","(10-8)% reduced [Flask|Flask] Charges used","suffix","3","belt, default"
"of Imbibing","Unknown","(13-11)% reduced [Flask|Flask] Charges used","suffix","18","belt, default"
"of Relishing","Unknown","(16-14)% reduced [Flask|Flask] Charges used","suffix","33","belt, default"
"of Savouring","Unknown","(19-17)% reduced [Flask|Flask] Charges used","suffix","50","belt, default"
"of Reveling","Unknown","(22-20)% reduced [Flask|Flask] Charges used","suffix","72","belt, default"
"of Nourishing","Unknown","(25-23)% reduced [Flask|Flask] Charges used","suffix","81","belt, default"
"of Plenty","Unknown","Various","suffix","Various","Various"
"of Fertility","Unknown","(17-22)% increased [Charm] Charges gained","suffix","32","belt, default"
"of Bounty","Unknown","Various","suffix","Various","Various"
"of the Harvest","Unknown","(29-34)% increased [Charm] Charges gained","suffix","70","belt, default"
"of Abundance","Unknown","Various","suffix","Various","Various"
"of Austerity","Unknown","(10-8)% reduced [Charm] Charges used","suffix","3","belt, default"
"of Frugality","Unknown","(13-11)% reduced [Charm] Charges used","suffix","18","belt, default"
"of Temperance","Unknown","(16-14)% reduced [Charm] Charges used","suffix","33","belt, default"
"of Restraint","Unknown","(19-17)% reduced [Charm] Charges used","suffix","50","belt, default"
"of Economy","Unknown","(22-20)% reduced [Charm] Charges used","suffix","72","belt, default"
"of Scarcity","Unknown","(25-23)% reduced [Charm] Charges used","suffix","81","belt, default"
"of Symbolism","Unknown","+1 [Charm] Slot","suffix","23","belt, default"
"of Inscription","Unknown","Various","suffix","Various","Various"
"of Ignition","Unknown","Various","suffix","Various","Various"
"of Scorching","Unknown","(61-70)% increased [Flammability] [BuffMagnitude|Magnitude]","suffix","30","no_fire_spell_mods, wand, staff, trap, default"
"of Incineration","Unknown","(71-80)% increased [Flammability] [BuffMagnitude|Magnitude]","suffix","45","no_fire_spell_mods, wand, staff, trap, default"
"of Combustion","Unknown","Various","suffix","Various","Various"
"of Conflagration","Unknown","(91-100)% increased [Flammability] [BuffMagnitude|Magnitude]","suffix","75","no_fire_spell_mods, wand, staff, trap, default"
"of Freezing","Unknown","Various","suffix","Various","Various"
"of Bleakness","Unknown","(41-50)% increased [Freeze|Freeze] Buildup","suffix","30","no_cold_spell_mods, wand, staff, trap, default"
"of the Glacier","Unknown","Various","suffix","Various","Various"
"of the Hyperboreal","Unknown","(61-70)% increased [Freeze|Freeze] Buildup","suffix","60","no_cold_spell_mods, wand, staff, trap, default"
"of the Arctic","Unknown","(71-80)% increased [Freeze|Freeze] Buildup","suffix","75","no_cold_spell_mods, wand, staff, trap, default"
"of Shocking","Unknown","Various","suffix","Various","Various"
"of Zapping","Unknown","(61-70)% increased chance to [Shock]","suffix","30","no_lightning_spell_mods, wand, staff, trap, default"
"of Electrocution","Unknown","(71-80)% increased chance to [Shock]","suffix","45","no_lightning_spell_mods, wand, staff, trap, default"
"of Voltages","Unknown","(81-90)% increased chance to [Shock]","suffix","60","no_lightning_spell_mods, wand, staff, trap, default"
"of the Thunderbolt","Unknown","(91-100)% increased chance to [Shock]","suffix","75","no_lightning_spell_mods, wand, staff, trap, default"
"Darting","Unknown","(10-17)% increased [Projectile] Speed","prefix","14","quiver, default"
"Brisk","Unknown","(18-25)% increased [Projectile] Speed","prefix","27","quiver, default"
"Quick","Unknown","(26-33)% increased [Projectile] Speed","prefix","41","quiver, default"
"Rapid","Unknown","(34-41)% increased [Projectile] Speed","prefix","55","quiver, default"
"Nimble","Unknown","Various","prefix","Various","Various"
"of Mending","Unknown","(10-12)% of Damage taken [Recoup|Recouped] as Life","suffix","30","amulet, default"
"of Bandaging","Unknown","(13-15)% of Damage taken [Recoup|Recouped] as Life","suffix","44","amulet, default"
"of Stitching","Unknown","(16-18)% of Damage taken [Recoup|Recouped] as Life","suffix","56","amulet, default"
"of Suturing","Unknown","(19-21)% of Damage taken [Recoup|Recouped] as Life","suffix","68","amulet, default"
"of Fleshbinding","Unknown","(22-24)% of Damage taken [Recoup|Recouped] as Life","suffix","79","amulet, default"
"of Reprieve","Unknown","(10-12)% of Damage taken [Recoup|Recouped] as Mana","suffix","31","amulet, default"
"of Solace","Unknown","(13-15)% of Damage taken [Recoup|Recouped] as Mana","suffix","45","amulet, default"
"of Tranquility","Unknown","(16-18)% of Damage taken [Recoup|Recouped] as Mana","suffix","57","amulet, default"
"of Serenity","Unknown","(19-21)% of Damage taken [Recoup|Recouped] as Mana","suffix","69","amulet, default"
"of Zen","Unknown","(22-24)% of Damage taken [Recoup|Recouped] as Mana","suffix","80","amulet, default"
"of Impact","Unknown","(11-13)% increased [Stun|Stun] Duration","suffix","5","ranged, weapon, default"
"of Dazing","Unknown","Various","suffix","Various","Various"
"of Stunning","Unknown","Various","suffix","Various","Various"
"of Slamming","Unknown","(20-22)% increased [Stun|Stun] Duration","suffix","44","ranged, weapon, default"
"of Staggering","Unknown","Various","suffix","Various","Various"
"of the Concussion","Unknown","(27-30)% increased [Stun|Stun] Duration","suffix","71","ranged, weapon, default"
"of the Pugilist","Unknown","Causes (21-30)% increased [Stun|Stun] Buildup","suffix","5","ranged, weapon, default"
"of the Brawler","Unknown","Various","suffix","Various","Various"
"of the Boxer","Unknown","Causes (41-50)% increased [Stun|Stun] Buildup","suffix","30","ranged, weapon, default"
"of the Combatant","Unknown","Causes (51-60)% increased [Stun|Stun] Buildup","suffix","44","ranged, weapon, default"
"of the Gladiator","Unknown","Causes (61-70)% increased [Stun|Stun] Buildup","suffix","58","ranged, weapon, default"
"of the Champion","Unknown","Causes (71-80)% increased [Stun|Stun] Buildup","suffix","74","ranged, weapon, default"
"Catalysing","Unknown","Various","prefix","Various","Various"
"Infusing","Unknown","Various","prefix","Various","Various"
"Unleashed","Unknown","Various","prefix","Various","Various"
"Overpowering","Unknown","Various","prefix","Various","Various"
"Devastating","Unknown","Various","prefix","Various","Various"
"Fervent","Unknown","Various","prefix","Various","Various"
"Ardent","Unknown","Various","prefix","Various","Various"
"Fanatic's","Unknown","Various","prefix","Various","Various"
"Zealot's","Unknown","Various","prefix","Various","Various"
"Infernal","Unknown","Various","prefix","Various","Various"
"Flamebound","Unknown","Various","prefix","Various","Various"
"Pernicious","Unknown","Various","prefix","Various","Various"
"Destructive","Unknown","Various","prefix","Various","Various"
"Malicious","Unknown","Various","prefix","Various","Various"
"Ruthless","Unknown","Various","prefix","Various","Various"
"Frostbound","Unknown","Various","prefix","Various","Various"
"Deadly","Unknown","Various","prefix","Various","Various"
"Lethal","Unknown","Various","prefix","Various","Various"
"Fatal","Unknown","Various","prefix","Various","Various"
"Vorpal","Unknown","Various","prefix","Various","Various"
"Electrifying","Unknown","Various","prefix","Various","Various"
"Stormbound","Unknown","Various","prefix","Various","Various"
"Acute","Unknown","(11-20)% increased Damage with Bow Skills","prefix","1","quiver, default"
"Trenchant","Unknown","(21-30)% increased Damage with Bow Skills","prefix","16","quiver, default"
"Perforating","Unknown","Various","prefix","Various","Various"
"Incisive","Unknown","(37-42)% increased Damage with Bow Skills","prefix","46","quiver, default"
"Lacerating","Unknown","(43-50)% increased Damage with Bow Skills","prefix","60","quiver, default"
"Impaling","Unknown","Various","prefix","Various","Various"
"of Direction","Unknown","Various","suffix","Various","Various"
"of Outreach","Unknown","(46-55)% increased [Presence|Presence] Area of Effect","suffix","40","sceptre, default"
"of Guidance","Unknown","Various","suffix","Various","Various"
"of Influence","Unknown","Various","suffix","Various","Various"
"of the Mentor","Unknown","[Minion|Minions] have (21-25)% increased maximum Life","suffix","2","sceptre, default"
"of the Tutor","Unknown","[Minion|Minions] have (26-30)% increased maximum Life","suffix","16","sceptre, default"
"of the Director","Unknown","[Minion|Minions] have (31-35)% increased maximum Life","suffix","32","sceptre, default"
"of the Headmaster","Unknown","[Minion|Minions] have (36-40)% increased maximum Life","suffix","48","sceptre, default"
"of the Administrator","Unknown","[Minion|Minions] have (41-45)% increased maximum Life","suffix","64","sceptre, default"
"of the Rector","Unknown","[Minion|Minions] have (46-50)% increased maximum Life","suffix","80","sceptre, default"
"of the Constant","Unknown","(23-30)% increased Charges gained","suffix","1","default"
"of the Continuous","Unknown","(31-38)% increased Charges gained","suffix","13","default"
"of the Endless","Unknown","(39-46)% increased Charges gained","suffix","33","default"
"of the Bottomless","Unknown","(47-54)% increased Charges gained","suffix","48","default"
"of the Perpetual","Unknown","(55-62)% increased Charges gained","suffix","63","default"
"of the Eternal","Unknown","(63-70)% increased Charges gained","suffix","82","default"
"of the Wide","Unknown","(23-30)% increased Charges","suffix","1","default"
"of the Copious","Unknown","(31-38)% increased Charges","suffix","12","default"
"of the Plentiful","Unknown","(39-46)% increased Charges","suffix","32","default"
"of the Bountiful","Unknown","(47-54)% increased Charges","suffix","47","default"
"of the Abundant","Unknown","(55-62)% increased Charges","suffix","62","default"
"of the Ample","Unknown","(63-70)% increased Charges","suffix","81","default"
"of the Apprentice","Unknown","(17-15)% reduced Charges per use","suffix","1","default"
"of the Practitioner","Unknown","(20-18)% reduced Charges per use","suffix","14","default"
"of the Mixologist","Unknown","(23-21)% reduced Charges per use","suffix","34","default"
"of the Distiller","Unknown","(26-24)% reduced Charges per use","suffix","49","default"
"of the Brewer","Unknown","(29-27)% reduced Charges per use","suffix","64","default"
"of the Chemist","Unknown","(32-30)% reduced Charges per use","suffix","83","default"
"of the Medic","Unknown","(21-25)% Chance to gain a [Charges|Charge] when you kill an enemy","suffix","8","default"
"of the Doctor","Unknown","(26-30)% Chance to gain a [Charges|Charge] when you kill an enemy","suffix","26","default"
"of the Surgeon","Unknown","(31-35)% Chance to gain a [Charges|Charge] when you kill an enemy","suffix","45","default"
"of the Foliage","Unknown","Gains 0.15 Charges per Second","suffix","8","default"
"of the Verdant","Unknown","Gains 0.20 Charges per Second","suffix","26","default"
"of the Sylvan","Unknown","Gains 0.25 Charges per Second","suffix","45","default"
"Dense","Unknown","(41-45)% increased Recovery rate","prefix","1","life_flask, mana_flask, default"
"Undiluted","Unknown","(46-50)% increased Recovery rate","prefix","15","life_flask, mana_flask, default"
"Hearty","Unknown","(51-55)% increased Recovery rate","prefix","31","life_flask, mana_flask, default"
"Viscous","Unknown","(56-60)% increased Recovery rate","prefix","46","life_flask, mana_flask, default"
"Condensed","Unknown","(61-65)% increased Recovery rate","prefix","61","life_flask, mana_flask, default"
"Catalysed","Unknown","(66-70)% increased Recovery rate","prefix","81","life_flask, mana_flask, default"
"Opaque","Unknown","(41-45)% increased Amount Recovered","prefix","1","life_flask, mana_flask, default"
"Compact","Unknown","(46-50)% increased Amount Recovered","prefix","11","life_flask, mana_flask, default"
"Full-bodied","Unknown","(51-55)% increased Amount Recovered","prefix","23","life_flask, mana_flask, default"
"Abundant","Unknown","(56-60)% increased Amount Recovered","prefix","34","life_flask, mana_flask, default"
"Substantial","Unknown","Various","prefix","Various","Various"
"Concentrated","Unknown","(66-70)% increased Amount Recovered","prefix","56","life_flask, mana_flask, default"
"Potent","Unknown","(71-75)% increased Amount Recovered","prefix","67","life_flask, mana_flask, default"
"Saturated","Unknown","(76-80)% increased Amount Recovered","prefix","83","life_flask, mana_flask, default"
"Prudent","Unknown","Various","prefix","Various","Various"
"Prepared","Unknown","(61-70)% more Recovery if used while on [LowLife|Low Life]","prefix","25","life_flask, default"
"Wary","Unknown","(71-80)% more Recovery if used while on [LowLife|Low Life]","prefix","44","life_flask, default"
"Careful","Unknown","(81-90)% more Recovery if used while on [LowLife|Low Life]","prefix","63","life_flask, default"
